Project,Hole,From_m,To_m,Bedding_Confidence,Bedding_Style,Bedding_Bed_Thickness,Bedding_Younging_Direction,Bedding_Angle_TCA,Bedding_Cleavage_Angle,Fabric1_Feature,Fabric1_Confidence,Fabric1_Intensity,Fabric1_Angle_TCA,Fabric2_Feature,Fabric2_Confidence,Fabric2_Intensity,Fabric2_Angle_TCA,Comments,Relog,Logger,Timestamp
GCL,KAD17-011,5.4,14.67,,,,,,,FOL,LOW,2,30,,,,,,0,Blackwell,4/27/2017
GCL,KAD17-011,14.67,26.85,,,,,,,FOL,HIGH,3,30,,,,,Uneven distribution of strain in this unit. Strongest foliation in the strongest veined domains.,0,Blackwell,4/27/2017
GCL,KAD17-011,26.85,34.84,,,,,,,FOL,HIGH,4,30,,,,,,0,Blackwell,4/27/2017
GCL,KAD17-011,34.84,40.05,LOW,GRD,THIN,UP,30,PLL,FOL,MOD,3,50,,,,,Foliation locally perpendicular to bedding?,0,Blackwell,4/27/2017
GCL,KAD17-011,40.05,81.4,,,,,,,FOL,LOW,1,50,,,,,dominantly massive - very weak foliation,0,Hamilton,4/28/2017
GCL,KAD17-011,81.4,102,,,,,,,FOL,MOD,1,40,,,,,,0,Blackwell,4/28/2017
GCL,KAD17-011,102,115.79,,,,,,,FOL,MOD,2,45,,,,,,0,Blackwell,4/28/2017
GCL,KAD17-011,115.79,135.39,,,,,,,FOL,HIGH,2,35,,,,,,0,Blackwell,4/28/2017
GCL,KAD17-011,135.39,138.77,HIGH,GRD,MED,,35,PLL,FOL,MOD,3,60,,,,,,0,Blackwell,4/28/2017
GCL,KAD17-011,138.77,160.07,,,,,,,FOL,MOD,2,35,,,,,,0,Blackwell,4/29/2017
GCL,KAD17-011,160.07,172.73,,,,,,,FOL,HIGH,4,40,,,,,,0,Blackwell,4/29/2017
GCL,KAD17-011,172.73,198,,,,,,,FOL,MOD,2,30,,,,,,0,Blackwell,4/29/2017
GCL,KAD17-011,198,210.4,HIGH,GRD,MED,DOWN,70,OBL,FOL,HIGH,3,30,,,,,High confidence of bedding direction in graded beds but also contorted beds within this interval.,0,Blackwell,4/29/2017
GCL,KAD17-011,210.4,228.48,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,5/1/2017
GCL,KAD17-011,228.48,237.08,,,,,,,FOL,HIGH,3,40,,,,,Weak to moderate foliation.,0,Blackwell,5/1/2017
GCL,KAD17-011,237.08,255,,,,,,,FOL,MOD,3,25,,,,,Foliation angle is irregular throughout,0,Blackwell,5/1/2017
GCL,KAD17-011,255,256.28,,,,,,,FLT,HIGH,4,30,,,,,,0,Blackwell,5/1/2017
GCL,KAD17-011,256.28,262.07,,,,,,,FOL,MOD,3,30,,,,,Strong to moderate foliation is irregular and angle to core axis varies throughout this interval.,0,Blackwell,5/1/2017
GCL,KAD17-011,262.07,273.25,,,,,,,FOL,MOD,2,55,,,,,,0,Blackwell,5/2/2017
GCL,KAD17-011,273.25,297,,,,,,,FOL,MOD,2,60,,,,,,0,Blackwell,5/2/2017
GCL,KAD17-011,297,298.65,,,,,,,FOL,LOW,2,60,FLT,LOW,2,,Strongly broken zone- however no tectonic fabric or gouge.,0,Blackwell,5/2/2017
GCL,KAD17-011,298.65,305.45,,,,,,,FOL,MOD,2,50,,,,,,0,Blackwell,5/2/2017
GCL,KAD17-011,305.45,317.72,,,,,,,FOL,HIGH,3,30,,,,,,0,Blackwell,5/2/2017
GCL,KAD17-011,317.72,345.03,,,,,,,FOL,HIGH,4,20,,,,,,0,Blackwell,5/3/2017
GCL,KAD17-011,345.03,348.36,,,,,,,FOL,HIGH,3,25,,,,,,0,Blackwell,5/3/2017
GCL,KAD17-011,348.36,349.91,,,,,,,FOL,MOD,2,20,,,,,Weak to moderate foliation defnied by wispy brown laminae,0,Blackwell,5/3/2017
GCL,KAD17-011,349.91,360.64,,,,,,,FOL,HIGH,4,25,,,,,,0,Blackwell,5/3/2017
GCL,KAD17-011,360.64,361.43,,,,,,,FOL,HIGH,3,30,,,,,,0,Blackwell,5/3/2017
GCL,KAD17-011,361.43,382.75,,,,,,,FOL,HIGH,4,30,,,,,,0,Blackwell,5/4/2017
GCL,KAD17-011,382.75,384.3,,,,,,,FOL,MOD,2,30,,,,,,0,Blackwell,5/4/2017
GCL,KAD17-011,384.3,406.88,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,5/4/2017
GCL,KAD17-011,408,410.08,,,,,,,FOL,MOD,3,40,,,,,,0,Blackwell,5/5/2017
GCL,KAD17-012,5.4,66,,,,,,,FOL,HIGH,4,15,,,,,,0,Stubley,4/30/2017
GCL,KAD17-012,66,77,,,,,,,FOL,HIGH,1,20,,,,,,0,Stubley,4/30/2017
GCL,KAD17-012,77,84.9,,,,,,,FOL,HIGH,3,30,,,,,,0,Stubley,4/30/2017
GCL,KAD17-012,84.9,88,,,,,,,MYL,HIGH,3,,,,,,,0,Stubley,4/30/2017
GCL,KAD17-012,88,108,LOW,LAM,CTRD,,,,,,,,,,,,,0,Stubley,5/1/2017
GCL,KAD17-012,108,124.9,,,,,,,FOL,HIGH,5,25,,,,,,0,Stubley,5/1/2017
GCL,KAD17-012,124.9,150,,,,,,,OTH,,,,,,,,Stope,0,Stubley,5/3/2017
GCL,KAD17-012,150,159.62,,,,,,,FOL,HIGH,2,40,,,,,,0,Stubley,5/3/2017
GCL,KAD17-012,159.62,180,,,,,,,FOL,HIGH,4,50,,,,,,0,Stubley,5/3/2017
GCL,KAD17-012,180,184,,,,,,,FOL,HIGH,1,60,,,,,,0,Stubley,5/3/2017
GCL,KAD17-012,184,187,,,,,,,FLT,HIGH,3,65,,,,,,0,Stubley,5/3/2017
GCL,KAD17-012,187,223,,,,,,,FOL,HIGH,3,35,,,,,,0,Stubley,5/3/2017
GCL,KAD17-012,223,252.92,,,,,,,FOL,HIGH,2,50,,,,,,0,Stubley,5/4/2017
GCL,KAD17-012,258,267.8,,,,,,,FOL,HIGH,4,40,,,,,,0,Stubley,5/4/2017
GCL,KAD17-012,267.8,269,,,,,,,FLT,LOW,4,,,,,,Rubble zone,0,Stubley,5/4/2017
GCL,KAD17-012,269,279,,,,,,,FOL,HIGH,2,35,,,,,,0,Stubley,5/4/2017
GCL,KAD17-012,279,331,,,,,,,FOL,HIGH,4,40,,,,,,0,Stubley,5/5/2017
GCL,KAD17-012,331,335,,,,,,,FOL,HIGH,3,40,,,,,,0,Stubley,5/5/2017
GCL,KAD17-012,335,345.5,,,,,,,FOL,HIGH,4,40,,,,,,0,Stubley,5/6/2017
GCL,KAD17-012,345.5,347.87,,,,,,,FOL,LOW,2,50,,,,,,0,Stubley,5/6/2017
GCL,KAD17-012,347.87,358.12,,,,,,,FOL,HIGH,3,50,,,,,,0,Stubley,5/6/2017
GCL,KAD17-012,358.12,359,MOD,LAM,THIN,,35,PLL,FOL,HIGH,4,35,,,,,,0,Stubley,5/6/2017
GCL,KAD17-012,359,362.75,,,,,,,FLT,MOD,2,40,,,,,,0,Stubley,5/6/2017
GCL,KAD17-012,362.75,367.48,MOD,LAM,THIN,,20,OBL,FOL,MOD,3,40,,,,,,0,Stubley,5/6/2017
GCL,KAD17-012,367.48,381.35,LOW,DIF,THIN,,45,PLL,FOL,HIGH,3,45,,,,,,0,Stubley,5/6/2017
GCL,KAD17-012,381.35,382.8,HIGH,GRD,THIN,UP,45,PLL,FOL,HIGH,3,45,,,,,,0,Stubley,5/6/2017
GCL,KAD17-012,382.8,402,HIGH,GRD,THCK,UP,45,PLL,FOL,HIGH,3,45,,,,,,0,Stubley,5/6/2017
GCL,KAD17-013,5.64,48.9,,,,,,,FOL,HIGH,0,,,,,,Non foliated,0,Blackwell,5/6/2017
GCL,KAD17-013,48.9,53.77,,,,,,,FOL,HIGH,0,,,,,,Non-foliated,0,Blackwell,5/6/2017
GCL,KAD17-013,53.77,59.26,,,,,,,FOL,HIGH,3,70,,,,,,0,Blackwell,5/6/2017
GCL,KAD17-013,59.26,60.83,HIGH,DIF,MED,,60,PLL,FOL,HIGH,3,60,,,,,,0,Blackwell,5/6/2017
GCL,KAD17-013,60.83,70.04,,,,,,,FOL,MOD,2,55,,,,,,0,Blackwell,5/6/2017
GCL,KAD17-013,70.04,96.7,,,,,,,FOL,MOD,2,60,,,,,,0,Blackwell,5/6/2017
GCL,KAD17-013,96.7,107.02,,,,,,,FOL,MOD,1,50,,,,,,0,Blackwell,5/6/2017
GCL,KAD17-013,107.02,108.97,HIGH,GRD,THIN,UP,60,PLL,FOL,MOD,2,70,,,,,,0,Blackwell,5/6/2017
GCL,KAD17-013,108.97,138.65,,,,,,,FOL,HIGH,4,60,,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,138.65,147.95,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,147.95,152.08,,,,,,,FOL,MOD,2,40,,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,152.08,154.08,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,154.08,165.14,,,,,,,FOL,HIGH,2,30,,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,165.14,169.17,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,169.17,172.29,,,,,,,FOL,MOD,1,60,,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,172.29,175,,,,,,,FOL,LOW,1,50,,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,175,177.1,,,,,,,FOL,HIGH,1,75,,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,177.1,198.38,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,5/8/2017
GCL,KAD17-013,198.38,270.6,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,5/9/2017
GCL,KAD17-013,270.6,289,,,,,,,FOL,HIGH,4,45,,,,,,0,Blackwell,5/10/2017
GCL,KAD17-013,289,312.75,MOD,DIF,THCK,,50,PLL,FOL,HIGH,2,50,,,,,,0,Blackwell,5/10/2017
GCL,KAD17-013,312.75,319.18,,,,,,,FOL,HIGH,2,30,,,,,,0,Blackwell,5/10/2017
GCL,KAD17-013,319.18,320.55,,,,,,,FOL,HIGH,3,40,,,,,,0,Blackwell,5/10/2017
GCL,KAD17-013,320.55,336,,,,,,,FOL,HIGH,2,40,,,,,,0,Blackwell,5/10/2017
GCL,KAD17-014,6,14.08,,,,,,,FOL,HIGH,4,30,,,,,,0,Stubley,5/7/2017
GCL,KAD17-014,14.08,19.54,,,,,,,FOL,MOD,4,,,,,,,0,Robinson,5/11/2017
GCL,KAD17-014,19.54,35.96,,,,,,,FOL,MOD,3,,,,,,,0,Robinson,5/11/2017
GCL,KAD17-014,35.96,38.59,HIGH,LAM,LAM,,,,,,,,,,,,,0,Robinson,5/11/2017
GCL,KAD17-014,38.59,54.64,,,,,,,FOL,HIGH,2,,,,,,,0,Robinson,5/11/2017
GCL,KAD17-014,54.64,62.33,,,,,,,FOL,MOD,1,,,,,,,0,Robinson,5/11/2017
GCL,KAD17-014,62.33,66.8,,,,,,,FOL,MOD,1,,,,,,,0,Robinson,5/11/2017
GCL,KAD17-014,66.8,68,,,,,,,FLT,MOD,4,,,,,,Annealed fault zone.,0,Robinson,5/8/2017
GCL,KAD17-014,68,78.13,,,,,,,,,,,,,,,,0,Robinson,5/9/2017
GCL,KAD17-014,78.13,84,,,,,,,FOL,HIGH,4,55,,,,,,0,Robinson,5/9/2017
GCL,KAD17-014,84,89,,,,,,,FOL,HIGH,5,45,,,,,Foliation strong at approx 45 TCA.  Relatively consistent,0,Robinson,5/9/2017
GCL,KAD17-014,89,96,,,,,,,FOL,HIGH,5,0,,,,,Intense foliation.  Highly variably orientation to core axis.  Commonly low angle to parallel.  Undulating.  May represent fold closure??,0,Robinson,5/10/2017
GCL,KAD17-014,96,106.19,,,,,,,FOL,HIGH,5,70,,,,,Intense foliation 45 to 70 degrees TCA.,0,Robinson,5/9/2017
GCL,KAD17-014,106.19,107.66,,,,,,,FOL,HIGH,5,30,MYL,MOD,4,,"Intense foliated, annealed, silicified deformation zone.  Fabric variable but generally low angle 30 to parallel to core axis>",0,Robinson,5/9/2017
GCL,KAD17-014,107.66,114.9,,,,,,,FOL,HIGH,5,,,,,,Fabric contorted.  Varies from 50 degrees to subparallel to CA,0,Robinson,5/9/2017
GCL,KAD17-014,114.9,118.5,,,,,,,FOL,HIGH,3,35,,,,,Foliation somewhat variable orientation to CA,0,Robinson,5/9/2017
GCL,KAD17-014,118.5,131.6,,,,,,,FOL,MOD,2,0,,,,,Weak foliation.  Localized zones with foliation which is subparallel to CA,0,Robinson,5/9/2017
GCL,KAD17-014,131.6,135,,,,,,,,,,,,,,,Stope.,0,Robinson,5/9/2017
GCL,KAD17-014,135,144,,,,,,,FLT,HIGH,4,,,,,,Multiple discrete late stage fault zones within interval,0,Robinson,5/9/2017
GCL,KAD17-014,144,149.1,,,,,,,FOL,MOD,3,20,,,,,,0,Robinson,5/9/2017
GCL,KAD17-014,149.1,149.6,,,,,,,,,,,,,,,Stope/void.,0,Robinson,5/9/2017
GCL,KAD17-014,149.6,154.39,,,,,,,FOL,HIGH,5,25,,,,,,0,Robinson,5/9/2017
GCL,KAD17-014,154.39,169.3,,,,,,,FOL,MOD,4,,,,,,Highly variable S1 foliation defined by alteration banding in rock and subparallel veining.  This appears to be x-cut by very fine S2 axial planar fabric?? At approx 60 degrees to CA.  May represent macro scale folding???,0,Robinson,5/10/2017
GCL,KAD17-014,169.3,174.3,,,,,,,FOL,MOD,3,,,,,,Variably foliated.  Foliated contorted.  Ductile deformation.  Weak shearing? Fabric 40-50 degrees to core axis.,0,Robinson,5/11/2017
GCL,KAD17-014A,0,2,,,,,,,,,,,,,,,Overburden,0,Robinson,5/11/2017
GCL,KAD17-014A,2,21.66,,,,,,,FOL,MOD,3,20,,,,,Fabric contorted.,0,Robinson,5/11/2017
GCL,KAD17-014A,21.66,22.95,,,,,,,FOL,LOW,1,,,,,,Weak fabric,0,Robinson,5/19/2017
GCL,KAD17-014A,22.95,24.59,,,,,,,OTH,LOW,4,,,,,,Brittle-ductile toothpaste like deformation,0,Robinson,5/19/2017
GCL,KAD17-014A,24.59,55,,,,,,,FOL,HIGH,1,,,,,,Very weak foliation. Variable orientation,0,Robinson,5/12/2017
GCL,KAD17-014A,55,61.15,,,,,,,FOL,MOD,4,,,,,,Contorted fabric.,0,Robinson,5/12/2017
GCL,KAD17-014A,61.15,64.22,,,,,,,OTH,MOD,3,,,,,,local zones of annealed brecciation.  Transitions to annealed fault breccia.,0,Robinson,5/12/2017
GCL,KAD17-014A,64.22,68.12,,,,,,,FLT,HIGH,5,15,,,,,Annealed fault breccia.  Lith recorded as fault.  Upper contact 15 degrees to CA,0,Robinson,5/12/2017
GCL,KAD17-014A,68.12,76.77,,,,,,,OTH,MOD,3,,,,,,Locally brecciated. Contorted fabric.,0,Robinson,5/19/2017
GCL,KAD17-014A,76.77,98,,,,,,,FOL,HIGH,2,,,,,,contorted fabric.,0,Robinson,5/19/2017
GCL,KAD17-014A,98,114.75,,,,,,,FOL,MOD,3,,,,,,Contorted fabric,0,Robinson,5/12/2017
GCL,KAD17-014A,114.75,117.75,,,,,,,FLT,MOD,3,,,,,,Orientation cannot be detemined.,0,Robinson,5/12/2017
GCL,KAD17-014A,117.75,127.95,,,,,,,FOL,MOD,3,,,,,,"Moderate, contorted fabric",0,Robinson,5/14/2017
GCL,KAD17-014A,127.95,140.9,,,,,,,,,,,,,,,Stope,0,Robinson,5/14/2017
GCL,KAD17-014A,140.9,148.1,,,,,,,FOL,MOD,4,0,,,,,"Low angle, contorted laminated, veined UM.",0,Robinson,5/14/2017
GCL,KAD17-014A,148.1,152,,,,,,,FOL,LOW,2,,,,,,"banded, contorted",0,Robinson,5/14/2017
GCL,KAD17-014A,152,158,,,,,,,FOL,LOW,2,40,,,,,Weak fabric,0,Robinson,5/14/2017
GCL,KAD17-014A,158,163.1,,,,,,,FLT,MOD,2,,,,,,"Zone of oxidized, fractured core, common clayey/rubble zones.",0,Robinson,5/14/2017
GCL,KAD17-014A,163.1,182.26,,,,,,,FOL,LOW,1,,,,,,"Contorted, weak foliation.  Variable orientation but generally <20 degrees to core axis",0,Robinson,5/15/2017
GCL,KAD17-014A,182.26,187.66,,,,,,,OTH,MOD,4,,,,,,Tectonic/hydrothermal breccia,0,Robinson,5/19/2017
GCL,KAD17-014A,187.66,206.71,,,,,,,FOL,MOD,3,,,,,,"Contorted moderate intensity foliation.  Cross cut by pervasive, penetrative spaced fabric",0,Robinson,5/19/2017
GCL,KAD17-014A,206.71,227,,,,,,,FOL,MOD,4,,FOL,LOW,3,45,"Contorted, banding/foliation throughout.  Possible cross cutting S2 foliation ~45 degrees TCA",0,Robinson,5/16/2017
GCL,KAD17-015,4,24.63,,,,,,,FOL,HIGH,1,50,,,,,,0,Blackwell,5/11/2017
GCL,KAD17-015,24.63,26.43,,,,,,,FOL,HIGH,3,55,,,,,,0,Blackwell,5/11/2017
GCL,KAD17-015,26.43,29.35,,,,,,,FOL,MOD,1,50,,,,,,0,Blackwell,5/11/2017
GCL,KAD17-015,29.35,30,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,5/11/2017
GCL,KAD17-015,30,46,,,,,,,FOL,HIGH,1,60,,,,,,0,Blackwell,5/11/2017
GCL,KAD17-015,46,47.14,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,5/11/2017
GCL,KAD17-015,47.14,75.24,,,,,,,FOL,HIGH,3,60,,,,,Breccia domains appear weakly re-worked and possibly bedded but not confident enough to measure,0,Blackwell,5/12/2017
GCL,KAD17-015,75.24,76.7,HIGH,DIF,THIN,,60,PLL,FOL,HIGH,3,60,,,,,,0,Blackwell,5/12/2017
GCL,KAD17-015,76.7,84.3,,,,,,,FOL,HIGH,3,60,,,,,Weak foliation but elongate stretched clasts,0,Blackwell,5/12/2017
GCL,KAD17-015,84.3,86.77,HIGH,DIF,THIN,,70,PLL,FOL,HIGH,3,70,,,,,,0,Blackwell,5/12/2017
GCL,KAD17-015,86.77,92.17,HIGH,GRD,MED,UP,70,PLL,FOL,HIGH,3,70,,,,,,0,Blackwell,5/12/2017
GCL,KAD17-015,92.17,94.56,HIGH,DIF,MED,,70,PLL,FOL,HIGH,3,70,,,,,,0,Blackwell,5/12/2017
GCL,KAD17-015,94.56,95.35,HIGH,DIF,THIN,DOWN,60,PLL,FOL,HIGH,3,60,,,,,,0,Blackwell,5/12/2017
GCL,KAD17-015,95.35,115.15,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,5/12/2017
GCL,KAD17-015,115.15,118.08,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,5/12/2017
GCL,KAD17-015,118.08,132.2,,,,,,,FOL,HIGH,2,55,,,,,,0,Blackwell,5/12/2017
GCL,KAD17-015,132.2,160.56,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,5/13/2017
GCL,KAD17-015,160.56,163.07,,,,,,,FOL,HIGH,2,60,FOL,HIGH,3,20,Foliation 2 cross-cuts foliation 1 and is associated with a zone of broken core.,0,Blackwell,5/13/2017
GCL,KAD17-015,163.07,167.88,HIGH,GRD,THIN,UP,45,PLL,FOL,HIGH,3,45,,,,,Bedding ranges from parallel to foliation to folded and contorted.,0,Blackwell,5/13/2017
GCL,KAD17-015,167.88,190.6,,,,,,,FOL,HIGH,3,55,,,,,,0,Blackwell,5/13/2017
GCL,KAD17-015,190.6,191.55,,,,,,,FLT,HIGH,4,40,,,,,,0,Blackwell,5/13/2017
GCL,KAD17-015,191.55,203.32,,,,,,,FOL,HIGH,3,40,,,,,,0,Blackwell,5/13/2017
GCL,KAD17-015,203.32,255,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,5/14/2017
GCL,KAD17-016,6.5,14.23,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,5/14/2017
GCL,KAD17-016,14.23,15.76,,,,,,,FOL,HIGH,2,55,,,,,Pervasive foliation may be a primary flow foliation,0,Blackwell,5/14/2017
GCL,KAD17-016,15.76,19.54,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,5/14/2017
GCL,KAD17-016,19.54,20.4,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,5/14/2017
GCL,KAD17-016,20.4,22.63,,,,,,,FOL,HIGH,3,50,,,,,,0,Blackwell,5/14/2017
GCL,KAD17-016,22.63,24.09,,,,,,,FOL,HIGH,3,30,,,,,,0,Blackwell,5/14/2017
GCL,KAD17-016,24.09,27.29,,,,,,,FOL,HIGH,2,50,,,,,"Foliation fabric could possibly be a flow foliation, also distinctively steeper to core axis than the foliation in the mafic volcanic rocks around it.",0,Blackwell,5/14/2017
GCL,KAD17-016,27.29,37.16,HIGH,MSV,MED,,40,PLL,FOL,HIGH,3,40,,,,,Bedding measured on boundaries between sericitic sandstone beds and mudstone beds.,0,Blackwell,5/15/2017
GCL,KAD17-016,37.16,53.51,,,,,,,FOL,HIGH,3,30,,,,,,0,Blackwell,5/15/2017
GCL,KAD17-016,53.51,73.88,,,,,,,FOL,HIGH,2,40,,,,,,0,Blackwell,5/15/2017
GCL,KAD17-016,73.88,77.93,,,,,,,FOL,HIGH,3,30,,,,,,0,Blackwell,5/15/2017
GCL,KAD17-016,77.93,81.57,LOW,DIF,MED,,35,PLL,FOL,HIGH,4,30,,,,,,0,Blackwell,5/15/2017
GCL,KAD17-016,81.57,85.91,HIGH,GRD,THIN,,35,PLL,FOL,HIGH,4,40,,,,,,0,Blackwell,5/15/2017
GCL,KAD17-016,85.91,106.98,,,,,,,FOL,HIGH,2,,,,,,,0,Blackwell,5/15/2017
GCL,KAD17-016,106.98,108.17,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,5/15/2017
GCL,KAD17-016,108.17,117.96,,,,,,,FOL,HIGH,1,40,,,,,,0,Blackwell,5/15/2017
GCL,KAD17-016,117.96,120.3,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,5/15/2017
GCL,KAD17-016,120.3,136.8,,,,,,,FOL,HIGH,2,50,,,,,,0,Blackwell,5/15/2017
GCL,KAD17-016,136.8,137.9,HIGH,GRD,MED,UP,60,PLL,FOL,HIGH,2,60,,,,,,0,Blackwell,5/15/2017
GCL,KAD17-016,137.9,152.89,,,,,,,FOL,HIGH,3,60,,,,,,0,Blackwell,5/15/2017
GCL,KAD17-016,152.89,214,,,,,,,FOL,HIGH,2,60,,,,,,0,Blackwell,5/16/2017
GCL,KAD17-016,214,258,,,,,,,FOL,HIGH,3,50,,,,,,0,Sherlock,5/16/2017
GCL,KAD17-017,0,5,,,,,,,,,,,,,,,Overburden,0,Robinson,5/16/2017
GCL,KAD17-017,5,28,,,,,,,FOL,LOW,0,,,,,,No foliation,0,Robinson,5/17/2017
GCL,KAD17-017,28,67.3,,,,,,,FOL,MOD,2,,,,,,"Weak, contorted, fabric.  Locally moderate intensity",0,Robinson,5/17/2017
GCL,KAD17-017,67.3,69.2,,,,,,,FLT,HIGH,5,,,,,,brittle fault overprinting annealed fault breccia.,0,Robinson,5/17/2017
GCL,KAD17-017,69.2,114.6,,,,,,,FOL,LOW,0,,,,,,,0,Robinson,5/17/2017
GCL,KAD17-017,114.6,123.45,,,,,,,FLT,LOW,2,35,,,,,weak penetrative fabric,0,Robinson,5/17/2017
GCL,KAD17-017,123.45,124.05,MOD,LAM,LAM,,60,,,,,,,,,,,0,Robinson,5/17/2017
GCL,KAD17-017,124.05,132.55,,,,,,,FOL,LOW,0,,,,,,,0,Robinson,5/17/2017
GCL,KAD17-017,132.55,134.6,HIGH,LAM,LAM,,40,,,,,,,,,,,0,Robinson,5/17/2017
GCL,KAD17-017,134.6,152.05,,,,,,,FOL,MOD,3,35,,,,,locally contorted.  Foliation generally 30 degrees TCA,0,Robinson,5/22/2017
GCL,KAD17-017,152.05,153.9,,,,,,,,,,,,,,,,0,Robinson,5/22/2017
GCL,KAD17-017,153.9,157.57,,,,,,,FLT,LOW,3,,,,,,"Fragmented, fissile core within graphitic mudstone.",0,Robinson,5/17/2017
GCL,KAD17-017,157.57,165,,,,,,,FOL,LOW,0,,,,,,,0,Robinson,5/22/2017
GCL,KAD17-017,165,188.1,,,,,,,FOL,MOD,3,35,,,,,Foliation contorted.  Moderate to strong.,0,Robinson,5/22/2017
GCL,KAD17-017,188.1,191.62,,,,,,,FOL,LOW,0,,,,,,Mafic Dyke: No foliation,0,Robinson,5/18/2017
GCL,KAD17-017,191.62,232.6,,,,,,,FOL,MOD,3,,,,,,"Moderate to strong, contorted fabric",0,Robinson,5/18/2017
GCL,KAD17-017,232.6,268.86,,,,,,,FOL,LOW,1,,,,,,,0,Robinson,5/19/2017
GCL,KAD17-017,268.86,279.18,,,,,,,FOL,MOD,2,35,,,,,,0,Robinson,5/19/2017
GCL,KAD17-017,279.18,298.7,,,,,,,FOL,MOD,4,30,,,,,,0,Robinson,5/19/2017
GCL,KAD17-017,298.7,319.67,,,,,,,OTH,MOD,4,,,,,,"Strong, hydrothermal brecciation",0,Robinson,5/19/2017
GCL,KAD17-017,319.67,332.5,,,,,,,FOL,LOW,0,,,,,,,0,Robinson,5/19/2017
GCL,KAD17-017,332.5,335.58,,,,,,,FOL,LOW,2,,,,,,Weak foliation.  Weak hydrothermal brecciation,0,Robinson,5/20/2017
GCL,KAD17-017,335.58,366.1,,,,,,,,,,,,,,,"Stope - rubble, not insitu",0,Robinson,5/21/2017
GCL,KAD17-017,366.1,384.18,,,,,,,FOL,LOW,1,,,,,,trace foliation,0,Robinson,5/22/2017
GCL,KAD17-017,384.18,415.59,,,,,,,FOL,LOW,3,,,,,,Moderate to strongly foliated (contorted),0,Robinson,5/22/2017
GCL,KAD17-017,415.59,436.68,,,,,,,OTH,,,,,,,,Stope,0,Robinson,5/22/2017
GCL,KAD17-017,436.68,441.6,,,,,,,FOL,LOW,0,,,,,,non foliated,0,Robinson,5/23/2017
GCL,KAD17-017,441.6,451,,,,,,,FOL,MOD,3,,,,,,,0,Robinson,5/23/2017
GCL,KAD17-017,451,459.5,,,,,,,FOL,MOD,1,,,,,,,0,Robinson,5/23/2017
GCL,KAD17-017,459.5,466,,,,,,,FOL,MOD,3,,,,,,"Local zones of hydrothermal brecciation, chlorite-fuchsite lamellae/septa withing zonees of intense silicification",0,Robinson,5/23/2017
GCL,KAD17-017,466,490.7,,,,,,,OTH,MOD,0,,,,,,No fabric.  Albitic dyke.,0,Robinson,5/25/2017
GCL,KAD17-017,490.7,498.87,,,,,,,FOL,LOW,2,,,,,,,0,Robinson,5/25/2017
GCL,KAD17-017,498.87,500.05,,,,,,,FOL,LOW,0,,,,,,,0,Robinson,5/25/2017
GCL,KAD17-017,500.05,522,,,,,,,OTH,MOD,4,,,,,,Contorted vein stockwork,0,Robinson,5/27/2017
GCL,KAD17-018,4,104,,,,,,,FOL,HIGH,2,50,,,,,"dom mass mafic rocks, weakly foliated",0,Sherlock,5/18/2017
GCL,KAD17-018,142.42,153.22,,,,,,,FOL,HIGH,2,50,,,,,weak fabric in UM,0,Sherlock,5/19/2017
GCL,KAD17-018,153.22,168,,,,,,,FOL,HIGH,0,,,,,,mss roc,0,Sherlock,5/19/2017
GCL,KAD17-018,179,183.5,,,,,,,FOL,HIGH,3,50,,,,,zones and slightly higher fabric development,0,Sherlock,5/19/2017
GCL,KAD17-018,200,206,,,,,,,FOL,HIGH,3,60,,,,,stronger fabric development near contact,0,Sherlock,5/19/2017
GCL,KAD17-018,216,225,,,,,,,FOL,HIGH,1,60,,,,,weak fabric,0,Sherlock,5/20/2017
GCL,KAD17-018,225,226.71,,,,,,,FOL,HIGH,3,60,,,,,,0,Sherlock,5/20/2017
